issue_year,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,income_band,verification_status,purpose,addr_state,dti,dti_band,fico,revol_util,delinq_2yrs,loan_status,is_default,risk_score,risk_segment
2015,13600.00,36,11.48,448.35,B,B5,10.0,MORTGAGE,61983.00,40-70k,"Source Verified",debt_consolidation,MD,2.87,0-10,692.0,76.80,0,"Fully Paid",0,1,Low
2015,18000.00,36,13.99,615.11,C,C4,3.0,OWN,63000.00,40-70k,"Not Verified",debt_consolidation,MD,17.49,10-20,677.0,92.20,0,"Fully Paid",0,3,Medium
2015,35000.00,60,18.49,898.13,D,D5,10.0,OWN,160000.00,150k+,"Source Verified",debt_consolidation,MD,14.65,10-20,697.0,58.40,1,"Fully Paid",0,2,Medium
2015,20000.00,36,8.49,631.26,B,B1,10.0,OWN,58000.00,40-70k,Verified,debt_consolidation,TX,31.24,30-40,682.0,91.00,0,"Fully Paid",0,2,Medium
2015,20000.00,36,5.32,602.30,A,A1,10.0,RENT,139000.00,100-150k,"Not Verified",credit_card,NY,9.24,0-10,707.0,59.90,0,"Fully Paid",0,0,Low
2015,11200.00,36,9.17,357.05,B,B2,10.0,MORTGAGE,53000.00,40-70k,"Not Verified",debt_consolidation,AZ,11.96,10-20,722.0,24.30,0,"Fully Paid",0,0,Low
2015,25000.00,36,6.49,766.12,A,A2,2.0,MORTGAGE,62000.00,40-70k,"Source Verified",credit_card,GA,27.24,20-30,727.0,53.60,0,"Fully Paid",0,1,Low
2015,2500.00,36,7.91,78.24,A,A5,6.0,RENT,29000.00,<40k,"Source Verified",debt_consolidation,TX,21.19,20-30,757.0,10.90,0,"Fully Paid",0,0,Low
2015,16000.00,36,8.49,505.01,B,B1,1.0,RENT,75000.00,70-100k,"Not Verified",debt_consolidation,TX,19.44,10-20,687.0,59.60,1,"Fully Paid",0,1,Low
2015,5600.00,36,13.44,189.88,C,C3,10.0,RENT,50000.00,40-70k,"Source Verified",debt_consolidation,VA,28.73,20-30,742.0,29.20,0,"Charged Off",1,2,Medium
2015,10000.00,36,7.49,311.02,A,A4,10.0,RENT,70000.00,40-70k,"Not Verified",home_improvement,NJ,13.30,10-20,777.0,5.10,0,"Fully Paid",0,0,Low
2015,3200.00,36,9.80,102.96,B,B3,NULL,MORTGAGE,24000.00,<40k,"Not Verified",credit_card,FL,18.05,10-20,672.0,32.40,1,"Charged Off",1,2,Medium
2015,28000.00,36,5.32,843.22,A,A1,4.0,MORTGAGE,135000.00,100-150k,"Source Verified",credit_card,IL,8.56,0-10,702.0,38.10,0,"Fully Paid",0,0,Low
2015,15000.00,36,10.78,489.52,B,B4,10.0,MORTGAGE,75000.00,70-100k,"Source Verified",debt_consolidation,AL,26.24,20-30,707.0,73.30,0,"Fully Paid",0,2,Medium
2015,21600.00,36,6.99,666.85,A,A3,1.0,MORTGAGE,120000.00,100-150k,"Source Verified",debt_consolidation,GA,15.84,10-20,717.0,59.80,0,"Fully Paid",0,0,Low
2015,10000.00,36,5.32,301.15,A,A1,9.0,MORTGAGE,75000.00,70-100k,"Not Verified",credit_card,CT,3.86,0-10,712.0,16.20,0,"Fully Paid",0,0,Low
2015,5000.00,36,9.80,160.87,B,B3,10.0,OWN,92000.00,70-100k,Verified,credit_card,OH,16.01,10-20,672.0,53.80,1,"Charged Off",1,2,Medium
2015,12000.00,36,6.49,367.74,A,A2,3.0,MORTGAGE,73000.00,70-100k,"Not Verified",credit_card,TN,14.75,10-20,717.0,65.40,0,"Fully Paid",0,1,Low
2015,15175.00,36,17.27,543.08,D,D3,2.0,MORTGAGE,58000.00,40-70k,"Source Verified",home_improvement,IL,7.57,0-10,747.0,4.30,0,"Charged Off",1,1,Low
2015,21000.00,36,9.17,669.46,B,B2,0.0,RENT,80000.00,70-100k,"Source Verified",debt_consolidation,FL,14.69,10-20,707.0,48.10,0,"Fully Paid",0,0,Low
2015,7000.00,36,5.32,210.81,A,A1,NULL,RENT,16968.00,<40k,Verified,credit_card,OH,12.87,10-20,742.0,17.10,0,"Fully Paid",0,0,Low
2015,12000.00,36,7.49,373.22,A,A4,3.0,MORTGAGE,108000.00,100-150k,"Source Verified",debt_consolidation,OR,6.92,0-10,717.0,33.50,1,"Fully Paid",0,1,Low
2015,3200.00,36,10.78,104.44,B,B4,10.0,MORTGAGE,49000.00,40-70k,"Not Verified",debt_consolidation,TN,25.91,20-30,667.0,79.40,0,"Fully Paid",0,3,Medium
2015,7200.00,36,14.85,249.07,C,C5,10.0,RENT,52000.00,40-70k,"Not Verified",credit_card,NC,39.21,30-40,672.0,61.80,1,"Charged Off",1,5,High
2015,13200.00,36,12.88,444.00,C,C2,10.0,MORTGAGE,45000.00,40-70k,"Source Verified",debt_consolidation,MN,32.56,30-40,677.0,56.90,0,"Fully Paid",0,3,Medium
2015,20000.00,36,12.88,672.73,C,C2,NULL,OWN,65000.00,40-70k,"Not Verified",debt_consolidation,WA,17.38,10-20,732.0,9.80,2,"Charged Off",1,2,Medium
2015,18000.00,60,8.49,369.22,B,B1,2.0,MORTGAGE,120000.00,100-150k,"Not Verified",credit_card,TX,6.42,0-10,702.0,48.30,0,"Charged Off",1,0,Low
2015,18000.00,36,16.59,638.09,D,D2,6.0,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,WA,14.69,10-20,707.0,97.20,0,"Fully Paid",0,2,Medium
2015,7500.00,36,15.77,262.83,D,D1,3.0,RENT,75000.00,70-100k,"Source Verified",debt_consolidation,CO,9.74,0-10,667.0,63.80,0,"Fully Paid",0,3,Medium
2015,15000.00,36,12.88,504.55,C,C2,10.0,MORTGAGE,118000.00,100-150k,Verified,credit_card,MD,23.70,20-30,707.0,44.20,0,"Fully Paid",0,1,Low
2015,2400.00,36,7.49,74.65,A,A4,10.0,RENT,50000.00,40-70k,"Source Verified",credit_card,NJ,11.67,10-20,737.0,100.30,0,"Fully Paid",0,1,Low
2015,2000.00,36,13.44,67.82,C,C3,10.0,MORTGAGE,119945.00,100-150k,Verified,debt_consolidation,MD,15.61,10-20,662.0,64.70,0,"Fully Paid",0,3,Medium
2015,10000.00,36,12.88,336.37,C,C2,10.0,RENT,100000.00,70-100k,Verified,credit_card,FL,16.18,10-20,677.0,60.30,0,"Fully Paid",0,3,Medium
2015,30000.00,60,18.49,769.83,D,D5,0.0,MORTGAGE,103000.00,100-150k,Verified,debt_consolidation,TX,22.36,20-30,677.0,49.00,0,"Charged Off",1,2,Medium
2015,25000.00,36,7.91,782.38,A,A5,10.0,MORTGAGE,105000.00,100-150k,"Source Verified",other,GA,16.87,10-20,707.0,52.20,0,"Fully Paid",0,0,Low
2015,11925.00,36,8.49,376.39,B,B1,10.0,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,LA,28.44,20-30,772.0,19.50,0,"Fully Paid",0,1,Low
2015,3000.00,36,6.49,91.94,A,A2,10.0,MORTGAGE,75000.00,70-100k,"Source Verified",home_improvement,NY,13.38,10-20,687.0,74.60,0,"Fully Paid",0,1,Low
2015,13200.00,36,9.17,420.81,B,B2,1.0,MORTGAGE,98000.00,70-100k,"Source Verified",credit_card,WA,10.03,10-20,667.0,50.50,0,"Charged Off",1,1,Low
2015,5000.00,36,12.88,168.19,C,C2,10.0,RENT,48000.00,40-70k,"Source Verified",debt_consolidation,FL,17.48,10-20,692.0,41.20,0,"Fully Paid",0,1,Low
2015,9000.00,36,9.80,289.57,B,B3,10.0,MORTGAGE,81000.00,70-100k,"Not Verified",debt_consolidation,CA,22.64,20-30,662.0,55.10,0,"Fully Paid",0,1,Low
2015,10000.00,36,9.17,318.79,B,B2,3.0,MORTGAGE,43000.00,40-70k,"Source Verified",debt_consolidation,MN,12.39,10-20,712.0,68.30,0,"Fully Paid",0,1,Low
2015,1000.00,36,11.99,33.21,C,C1,10.0,MORTGAGE,36522.00,<40k,Verified,other,NY,35.72,30-40,662.0,78.00,0,"Fully Paid",0,4,High
2015,12000.00,60,13.99,279.16,C,C4,10.0,OWN,35000.00,<40k,"Source Verified",debt_consolidation,OH,32.68,30-40,702.0,67.90,0,"Charged Off",1,3,Medium
2015,24000.00,36,5.32,722.76,A,A1,10.0,MORTGAGE,200000.00,150k+,"Source Verified",debt_consolidation,FL,22.55,20-30,712.0,61.60,0,"Fully Paid",0,1,Low
2015,8500.00,36,9.17,270.98,B,B2,1.0,OWN,35500.00,<40k,"Not Verified",credit_card,IL,5.88,0-10,702.0,38.40,0,"Fully Paid",0,0,Low
2015,3500.00,36,6.49,107.26,A,A2,8.0,MORTGAGE,56000.00,40-70k,"Source Verified",debt_consolidation,MN,19.03,10-20,682.0,11.50,3,"Fully Paid",0,1,Low
2015,16100.00,36,17.27,576.18,D,D3,10.0,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,NY,15.96,10-20,687.0,97.50,0,"Fully Paid",0,2,Medium
2015,10000.00,60,19.48,262.06,E,E2,0.0,MORTGAGE,117000.00,100-150k,"Source Verified",small_business,CA,12.73,10-20,737.0,14.50,0,"Fully Paid",0,2,Medium
2015,6000.00,36,8.49,189.38,B,B1,4.0,OWN,42000.00,40-70k,"Not Verified",debt_consolidation,MI,26.06,20-30,732.0,20.80,0,"Fully Paid",0,1,Low
2015,5000.00,36,6.99,154.37,A,A3,10.0,MORTGAGE,61000.00,40-70k,"Source Verified",debt_consolidation,MI,30.53,30-40,712.0,29.50,4,"Fully Paid",0,2,Medium
2015,18000.00,36,6.49,551.61,A,A2,10.0,MORTGAGE,100000.00,70-100k,"Not Verified",debt_consolidation,LA,10.49,10-20,722.0,33.40,0,"Fully Paid",0,0,Low
2015,1000.00,36,13.99,34.18,C,C4,10.0,RENT,30000.00,<40k,"Source Verified",other,TN,31.08,30-40,682.0,57.10,0,"Charged Off",1,2,Medium
2015,3850.00,36,13.44,130.54,C,C3,0.0,MORTGAGE,45000.00,40-70k,Verified,debt_consolidation,NE,22.59,20-30,692.0,55.40,1,"Fully Paid",0,2,Medium
2015,2000.00,36,11.99,66.42,C,C1,4.0,RENT,35000.00,<40k,"Source Verified",debt_consolidation,MI,4.01,0-10,662.0,17.10,0,"Fully Paid",0,2,Medium
2015,10175.00,60,19.89,268.96,E,E3,3.0,MORTGAGE,63900.00,40-70k,"Source Verified",credit_card,PA,20.28,20-30,687.0,31.50,1,"Fully Paid",0,3,Medium
2015,10000.00,36,6.99,308.73,A,A3,0.0,MORTGAGE,70000.00,40-70k,"Not Verified",home_improvement,AZ,21.79,20-30,732.0,25.90,0,"Fully Paid",0,0,Low
2015,20000.00,60,9.80,422.98,B,B3,5.0,MORTGAGE,52000.00,40-70k,"Not Verified",debt_consolidation,VA,17.75,10-20,747.0,33.00,0,"Fully Paid",0,0,Low
2015,35000.00,36,10.78,1142.22,B,B4,10.0,MORTGAGE,110000.00,100-150k,"Source Verified",credit_card,GA,25.38,20-30,707.0,88.20,0,"Fully Paid",0,2,Medium
2015,20000.00,36,12.88,672.73,C,C2,10.0,RENT,93534.00,70-100k,"Not Verified",debt_consolidation,CA,13.95,10-20,752.0,26.10,0,"Fully Paid",0,1,Low
2015,20000.00,36,6.49,612.89,A,A2,2.0,MORTGAGE,95000.00,70-100k,"Not Verified",debt_consolidation,TN,12.63,10-20,742.0,35.50,0,"Fully Paid",0,0,Low
2015,12250.00,36,14.85,423.76,C,C5,4.0,RENT,26679.38,<40k,Verified,debt_consolidation,CA,34.10,30-40,712.0,41.30,0,"Charged Off",1,2,Medium
2015,15000.00,36,5.32,451.73,A,A1,8.0,MORTGAGE,90000.00,70-100k,"Not Verified",credit_card,MO,16.91,10-20,767.0,30.30,0,"Fully Paid",0,0,Low
2015,10000.00,36,5.32,301.15,A,A1,10.0,RENT,80000.00,70-100k,"Source Verified",credit_card,CA,5.27,0-10,687.0,47.20,0,"Fully Paid",0,0,Low
2015,3600.00,36,10.78,117.49,B,B4,7.0,MORTGAGE,39000.00,<40k,"Not Verified",credit_card,IL,9.48,0-10,767.0,33.60,0,"Fully Paid",0,0,Low
2015,5000.00,36,11.99,166.05,C,C1,10.0,MORTGAGE,68500.00,40-70k,"Source Verified",home_improvement,NJ,16.36,10-20,677.0,61.80,3,"Fully Paid",0,4,High
2015,35000.00,60,11.99,778.38,C,C1,10.0,MORTGAGE,80000.00,70-100k,Verified,credit_card,TN,26.84,20-30,727.0,32.50,0,"Fully Paid",0,2,Medium
2015,13000.00,36,12.88,437.28,C,C2,10.0,MORTGAGE,38000.00,<40k,"Source Verified",home_improvement,MS,25.89,20-30,677.0,49.30,0,"Fully Paid",0,3,Medium
2015,4000.00,36,16.59,141.80,D,D2,5.0,OWN,35000.00,<40k,Verified,debt_consolidation,TX,11.45,10-20,667.0,55.70,0,"Charged Off",1,2,Medium
2015,22450.00,60,18.99,582.25,E,E1,10.0,MORTGAGE,74000.00,70-100k,"Source Verified",debt_consolidation,WA,33.18,30-40,677.0,80.60,1,"Charged Off",1,6,High
2015,4800.00,36,11.99,159.41,C,C1,1.0,RENT,45000.00,40-70k,"Source Verified",credit_card,TX,10.29,10-20,672.0,78.20,0,"Fully Paid",0,3,Medium
2015,21275.00,36,14.85,735.95,C,C5,4.0,MORTGAGE,56035.00,40-70k,Verified,debt_consolidation,MN,32.79,30-40,687.0,65.10,0,"Fully Paid",0,3,Medium
2015,15000.00,36,5.32,451.73,A,A1,10.0,RENT,100000.00,70-100k,"Not Verified",credit_card,CA,15.76,10-20,747.0,19.60,0,"Fully Paid",0,0,Low
2015,12000.00,36,12.88,403.64,C,C2,4.0,MORTGAGE,110000.00,100-150k,"Source Verified",credit_card,TX,9.44,0-10,682.0,21.90,0,"Fully Paid",0,1,Low
2015,9650.00,36,12.88,324.59,C,C2,0.0,RENT,55500.00,40-70k,"Source Verified",debt_consolidation,MA,15.18,10-20,662.0,61.20,1,"Fully Paid",0,4,High
2015,24000.00,36,9.80,772.17,B,B3,10.0,MORTGAGE,100000.00,70-100k,"Source Verified",debt_consolidation,FL,15.46,10-20,667.0,65.90,0,"Fully Paid",0,2,Medium
2015,35000.00,36,10.78,1142.22,B,B4,10.0,MORTGAGE,134000.00,100-150k,Verified,debt_consolidation,TX,23.09,20-30,727.0,88.60,0,"Fully Paid",0,1,Low
2015,25000.00,36,5.32,752.87,A,A1,10.0,MORTGAGE,125000.00,100-150k,"Not Verified",credit_card,MN,6.66,0-10,717.0,60.70,1,"Fully Paid",0,2,Medium
2015,9100.00,36,7.91,284.79,A,A5,10.0,MORTGAGE,40000.00,<40k,Verified,debt_consolidation,MI,12.57,10-20,742.0,22.30,0,"Fully Paid",0,0,Low
2015,25000.00,60,14.85,592.79,C,C5,2.0,MORTGAGE,118450.00,100-150k,"Not Verified",debt_consolidation,MA,25.97,20-30,697.0,87.10,0,"Fully Paid",0,3,Medium
2015,18000.00,36,7.49,559.83,A,A4,6.0,OWN,60000.00,40-70k,"Not Verified",credit_card,FL,35.00,30-40,742.0,47.00,0,"Fully Paid",0,1,Low
2015,10800.00,36,11.48,356.04,B,B5,10.0,OWN,123000.00,100-150k,"Source Verified",credit_card,AZ,23.62,20-30,682.0,79.40,0,"Fully Paid",0,1,Low
2015,9600.00,36,9.17,306.04,B,B2,2.0,MORTGAGE,150000.00,100-150k,Verified,debt_consolidation,FL,5.54,0-10,662.0,55.50,0,"Fully Paid",0,1,Low
2015,3600.00,36,11.48,118.68,B,B5,3.0,MORTGAGE,55000.00,40-70k,"Source Verified",debt_consolidation,OH,14.10,10-20,722.0,58.60,0,"Fully Paid",0,0,Low
2015,12000.00,60,12.88,272.31,C,C2,10.0,OWN,100000.00,70-100k,"Not Verified",credit_card,NY,12.31,10-20,662.0,49.60,3,"Charged Off",1,3,Medium
2015,12000.00,36,6.49,367.74,A,A2,10.0,MORTGAGE,65000.00,40-70k,"Not Verified",home_improvement,PA,19.24,10-20,767.0,46.50,0,"Fully Paid",0,0,Low
2015,18000.00,36,6.99,555.71,A,A3,8.0,MORTGAGE,89000.00,70-100k,"Source Verified",credit_card,MN,13.88,10-20,682.0,70.20,1,"Fully Paid",0,2,Medium
2015,22925.00,60,16.59,564.71,D,D2,0.0,RENT,51000.00,40-70k,"Not Verified",debt_consolidation,CA,31.04,30-40,722.0,65.30,0,"Fully Paid",0,3,Medium
2015,8000.00,36,6.49,245.16,A,A2,3.0,RENT,120000.00,100-150k,"Source Verified",credit_card,CA,4.91,0-10,777.0,15.50,0,"Fully Paid",0,0,Low
2015,7000.00,36,8.49,220.95,B,B1,3.0,MORTGAGE,100000.00,70-100k,"Not Verified",home_improvement,MI,29.75,20-30,677.0,90.50,2,"Fully Paid",0,4,High
2015,4500.00,36,9.80,144.79,B,B3,5.0,MORTGAGE,39600.00,<40k,Verified,debt_consolidation,MD,22.82,20-30,707.0,77.50,0,"Fully Paid",0,1,Low
2015,11500.00,36,19.48,424.35,E,E2,NULL,RENT,33888.00,<40k,Verified,other,VA,39.16,30-40,662.0,59.10,0,"Fully Paid",0,4,High
2015,5000.00,36,9.17,159.40,B,B2,4.0,MORTGAGE,52000.00,40-70k,"Not Verified",other,TX,24.79,20-30,757.0,28.10,0,"Fully Paid",0,0,Low
2015,5000.00,36,8.49,157.82,B,B1,2.0,MORTGAGE,141934.00,100-150k,"Not Verified",credit_card,TX,25.58,20-30,712.0,53.90,1,"Charged Off",1,2,Medium
2015,2800.00,36,17.27,100.21,D,D3,7.0,RENT,114400.00,100-150k,Verified,debt_consolidation,FL,6.34,0-10,697.0,0.00,0,"Fully Paid",0,1,Low
2015,12000.00,36,9.80,386.09,B,B3,8.0,RENT,75000.00,70-100k,"Source Verified",small_business,WI,14.11,10-20,687.0,49.70,0,"Fully Paid",0,0,Low
2015,16075.00,36,12.88,540.71,C,C2,3.0,OWN,66666.00,40-70k,Verified,debt_consolidation,OH,13.29,10-20,667.0,56.20,0,"Fully Paid",0,2,Medium
2015,21000.00,36,9.17,669.46,B,B2,4.0,MORTGAGE,85000.00,70-100k,"Source Verified",credit_card,PA,14.65,10-20,687.0,83.70,1,"Fully Paid",0,2,Medium
2015,20000.00,36,5.32,602.30,A,A1,10.0,MORTGAGE,71665.00,70-100k,Verified,debt_consolidation,IL,12.31,10-20,717.0,56.00,0,"Fully Paid",0,0,Low
2015,28000.00,60,8.49,574.33,B,B1,5.0,MORTGAGE,95000.00,70-100k,"Source Verified",credit_card,TX,19.60,10-20,712.0,31.80,0,"Charged Off",1,0,Low
2015,15000.00,36,9.80,482.61,B,B3,2.0,RENT,89000.00,70-100k,"Not Verified",debt_consolidation,CA,19.50,10-20,762.0,26.40,0,"Fully Paid",0,0,Low
2015,15000.00,36,17.27,536.81,D,D3,7.0,RENT,101000.00,100-150k,Verified,debt_consolidation,CA,39.87,30-40,662.0,71.30,0,"Fully Paid",0,4,High
2015,24000.00,36,13.99,820.15,C,C4,10.0,MORTGAGE,120000.00,100-150k,"Source Verified",debt_consolidation,LA,8.91,0-10,702.0,40.00,0,"Fully Paid",0,1,Low
2015,35000.00,36,15.77,1226.53,D,D1,4.0,MORTGAGE,120000.00,100-150k,"Source Verified",credit_card,VA,13.34,10-20,692.0,73.00,0,"Fully Paid",0,2,Medium
2015,17125.00,60,27.99,533.10,G,G3,4.0,RENT,45000.00,40-70k,"Source Verified",debt_consolidation,RI,17.44,10-20,662.0,40.60,0,"Fully Paid",0,3,Medium
2015,30000.00,60,13.99,697.90,C,C4,9.0,MORTGAGE,70000.00,40-70k,"Source Verified",debt_consolidation,MO,19.90,10-20,692.0,54.80,0,"Charged Off",1,1,Low
2015,8000.00,36,10.78,261.08,B,B4,2.0,MORTGAGE,43500.00,40-70k,"Source Verified",debt_consolidation,TX,11.98,10-20,667.0,43.00,0,"Charged Off",1,1,Low
2015,5000.00,36,9.17,159.40,B,B2,3.0,MORTGAGE,113000.00,100-150k,"Source Verified",credit_card,OH,26.45,20-30,672.0,72.20,1,"Fully Paid",0,4,High
2015,9100.00,36,9.17,290.10,B,B2,5.0,MORTGAGE,70000.00,40-70k,"Not Verified",credit_card,MA,25.60,20-30,727.0,93.30,0,"Fully Paid",0,2,Medium
2015,1800.00,36,7.49,55.99,A,A4,10.0,MORTGAGE,50000.00,40-70k,"Source Verified",credit_card,FL,8.28,0-10,692.0,63.20,0,"Fully Paid",0,1,Low
2015,4850.00,36,7.49,150.85,A,A4,0.0,MORTGAGE,56000.00,40-70k,Verified,debt_consolidation,MN,6.15,0-10,772.0,13.30,0,"Fully Paid",0,0,Low
2015,24000.00,36,6.99,740.95,A,A3,10.0,MORTGAGE,127000.00,100-150k,"Not Verified",home_improvement,GA,12.07,10-20,712.0,38.30,1,"Fully Paid",0,1,Low
2015,8000.00,36,5.32,240.92,A,A1,10.0,OWN,31500.00,<40k,"Not Verified",debt_consolidation,TX,15.62,10-20,752.0,15.60,0,"Fully Paid",0,0,Low
2015,10000.00,36,9.17,318.79,B,B2,3.0,MORTGAGE,35000.00,<40k,"Source Verified",credit_card,WA,11.69,10-20,677.0,59.10,0,"Fully Paid",0,1,Low
2015,9600.00,36,6.49,294.19,A,A2,4.0,RENT,64567.05,40-70k,"Not Verified",credit_card,FL,10.48,10-20,682.0,44.80,0,"Fully Paid",0,0,Low
2015,20000.00,60,18.99,518.71,E,E1,1.0,OWN,52000.00,40-70k,"Source Verified",credit_card,MS,26.93,20-30,667.0,52.20,0,"Fully Paid",0,4,High
2015,10000.00,36,5.32,301.15,A,A1,10.0,OWN,32500.00,<40k,"Not Verified",credit_card,DE,12.15,10-20,797.0,26.00,0,"Fully Paid",0,0,Low
2015,6000.00,36,5.32,180.69,A,A1,10.0,MORTGAGE,80000.00,70-100k,"Not Verified",credit_card,WV,13.50,10-20,747.0,20.00,0,"Fully Paid",0,0,Low
2015,22000.00,36,5.32,662.53,A,A1,NULL,MORTGAGE,110000.00,100-150k,"Not Verified",credit_card,TX,7.21,0-10,772.0,40.90,0,"Fully Paid",0,0,Low
2015,28000.00,60,11.99,622.71,C,C1,1.0,MORTGAGE,82000.00,70-100k,"Not Verified",home_improvement,CA,10.57,10-20,822.0,2.00,0,"Fully Paid",0,1,Low
2015,5000.00,36,7.91,156.48,A,A5,4.0,RENT,93000.00,70-100k,"Source Verified",credit_card,FL,14.30,10-20,682.0,24.30,2,"Fully Paid",0,1,Low
2015,18000.00,36,5.32,542.07,A,A1,10.0,OWN,76000.00,70-100k,"Not Verified",home_improvement,GA,18.44,10-20,752.0,8.70,1,"Fully Paid",0,1,Low
2015,10000.00,36,5.32,301.15,A,A1,10.0,MORTGAGE,80000.00,70-100k,"Not Verified",credit_card,SC,25.73,20-30,732.0,47.50,0,"Fully Paid",0,1,Low
2015,11200.00,36,11.99,371.95,C,C1,0.0,RENT,37000.00,<40k,Verified,debt_consolidation,IN,7.78,0-10,677.0,49.30,0,"Charged Off",1,2,Medium
2015,2150.00,36,17.27,76.95,D,D3,3.0,OWN,18300.00,<40k,Verified,medical,OH,11.74,10-20,697.0,13.10,0,"Charged Off",1,1,Low
2015,9000.00,36,12.88,302.73,C,C2,10.0,RENT,110000.00,100-150k,Verified,debt_consolidation,MO,17.29,10-20,677.0,34.60,0,"Fully Paid",0,2,Medium
2015,12500.00,36,7.49,388.78,A,A4,10.0,MORTGAGE,99500.00,70-100k,"Not Verified",debt_consolidation,RI,12.18,10-20,707.0,83.10,0,"Fully Paid",0,1,Low
2015,6000.00,36,5.32,180.69,A,A1,0.0,MORTGAGE,52000.00,40-70k,"Not Verified",credit_card,NM,15.82,10-20,767.0,28.70,0,"Fully Paid",0,0,Low
2015,20000.00,36,14.85,691.84,C,C5,6.0,RENT,60000.00,40-70k,Verified,debt_consolidation,SC,26.02,20-30,717.0,19.50,0,"Charged Off",1,2,Medium
2015,21000.00,60,16.59,517.29,D,D2,10.0,RENT,90000.00,70-100k,"Not Verified",debt_consolidation,CA,12.09,10-20,712.0,16.20,1,"Charged Off",1,2,Medium
2015,35000.00,60,11.99,778.38,C,C1,0.0,MORTGAGE,148000.00,100-150k,"Source Verified",credit_card,NC,13.33,10-20,737.0,54.00,0,"Fully Paid",0,1,Low
2015,30000.00,60,16.59,738.98,D,D2,10.0,MORTGAGE,94000.00,70-100k,"Source Verified",debt_consolidation,TN,33.15,30-40,687.0,70.70,1,"Fully Paid",0,4,High
2015,6000.00,36,8.49,189.38,B,B1,3.0,RENT,36000.00,<40k,"Not Verified",debt_consolidation,NJ,23.84,20-30,712.0,36.60,2,"Fully Paid",0,1,Low
2015,28000.00,36,7.91,876.26,A,A5,10.0,MORTGAGE,111000.00,100-150k,"Source Verified",debt_consolidation,GA,17.76,10-20,717.0,88.10,0,"Fully Paid",0,1,Low
2015,6000.00,36,11.99,199.26,C,C1,10.0,RENT,51000.00,40-70k,Verified,debt_consolidation,OR,25.04,20-30,707.0,32.80,0,"Fully Paid",0,2,Medium
2015,15000.00,60,11.99,333.60,C,C1,10.0,MORTGAGE,103000.00,100-150k,Verified,home_improvement,TX,32.33,30-40,682.0,77.00,0,"Charged Off",1,3,Medium
2015,30800.00,60,17.97,781.62,D,D4,10.0,MORTGAGE,111000.00,100-150k,Verified,credit_card,VA,33.98,30-40,702.0,80.60,0,"Fully Paid",0,3,Medium
2015,12000.00,36,10.78,391.62,B,B4,10.0,RENT,86308.00,70-100k,"Source Verified",debt_consolidation,MD,19.13,10-20,692.0,36.20,0,"Charged Off",1,0,Low
2015,2000.00,36,12.88,67.28,C,C2,6.0,RENT,86564.00,70-100k,Verified,credit_card,VA,27.73,20-30,662.0,89.70,0,"Fully Paid",0,4,High
2015,4275.00,36,17.27,153.00,D,D3,1.0,MORTGAGE,38500.00,<40k,Verified,debt_consolidation,NY,28.55,20-30,662.0,59.00,1,"Fully Paid",0,4,High
2015,6000.00,36,5.32,180.69,A,A1,2.0,MORTGAGE,42000.00,40-70k,"Not Verified",home_improvement,MD,16.11,10-20,747.0,42.30,0,"Fully Paid",0,0,Low
2015,18000.00,36,7.91,563.31,A,A5,1.0,RENT,45000.00,40-70k,"Source Verified",credit_card,MN,10.48,10-20,692.0,37.50,1,"Fully Paid",0,1,Low
2015,25000.00,36,11.99,830.24,C,C1,10.0,MORTGAGE,70000.00,40-70k,"Not Verified",debt_consolidation,TX,23.21,20-30,672.0,57.20,0,"Fully Paid",0,2,Medium
2015,6000.00,36,9.80,193.05,B,B3,3.0,RENT,41500.00,40-70k,Verified,credit_card,NJ,19.81,10-20,677.0,22.10,1,"Fully Paid",0,2,Medium
2015,9900.00,36,9.17,315.61,B,B2,10.0,RENT,57000.00,40-70k,"Not Verified",credit_card,MA,21.71,20-30,692.0,49.50,0,"Fully Paid",0,0,Low
2015,35000.00,36,7.49,1088.56,A,A4,5.0,MORTGAGE,125000.00,100-150k,"Source Verified",credit_card,WA,21.72,20-30,722.0,45.70,0,"Fully Paid",0,0,Low
2015,18250.00,60,19.89,482.40,E,E3,1.0,OWN,36500.00,<40k,"Source Verified",debt_consolidation,TN,27.52,20-30,672.0,45.50,0,"Charged Off",1,4,High
2015,12000.00,36,5.32,361.38,A,A1,NULL,MORTGAGE,110000.00,100-150k,"Not Verified",credit_card,PA,16.19,10-20,747.0,25.00,0,"Fully Paid",0,0,Low
2015,30000.00,36,12.88,1009.09,C,C2,10.0,RENT,139000.00,100-150k,Verified,credit_card,WA,21.38,20-30,662.0,80.20,1,"Fully Paid",0,4,High
2015,21000.00,36,9.17,669.46,B,B2,4.0,RENT,80000.00,70-100k,"Not Verified",debt_consolidation,GA,23.42,20-30,707.0,37.20,0,"Fully Paid",0,0,Low
2015,1000.00,36,12.88,33.64,C,C2,10.0,RENT,45000.00,40-70k,"Not Verified",other,VA,39.11,30-40,697.0,89.30,0,"Fully Paid",0,3,Medium
